TrueDistance,PredictedDistance,RSSI,Class
0.90,0.65,-44.66,Near
0.90,0.65,-44.63,Near
0.90,0.65,-44.64,Near
0.90,0.65,-44.70,Near
0.90,0.66,-44.75,Near
0.90,0.65,-44.72,Near
0.90,0.66,-44.73,Near
0.90,0.66,-44.78,Near
0.90,0.66,-44.83,Near
0.90,0.66,-44.76,Near
0.90,0.66,-44.77,Near
0.90,0.66,-44.86,Near
0.90,0.66,-44.78,Near
0.90,0.66,-44.75,Near
0.90,0.66,-44.80,Near
0.90,0.66,-44.73,Near
0.90,0.66,-44.74,Near
0.90,0.65,-44.71,Near
0.90,0.66,-44.76,Near
0.90,0.65,-44.69,Near
0.90,0.66,-44.74,Near
0.90,0.66,-44.79,Near
0.90,0.66,-44.76,Near
0.90,0.66,-44.77,Near
0.90,0.66,-44.82,Near
0.90,0.65,-44.71,Near
0.90,0.65,-44.68,Near
0.90,0.65,-44.61,Near
1.00,0.92,-48.41,Near
1.00,0.92,-48.44,Near
1.00,0.92,-48.46,Near
1.00,0.91,-48.40,Near
1.00,0.91,-48.34,Near
1.00,0.91,-48.37,Near
1.00,0.91,-48.36,Near
1.00,0.91,-48.38,Near
1.00,0.92,-48.41,Near
1.00,0.92,-48.43,Near
1.00,0.92,-48.41,Near
1.00,0.92,-48.44,Near
1.00,0.92,-48.46,Near
1.00,0.91,-48.40,Near
1.00,0.92,-48.42,Near
1.00,0.92,-48.41,Near
1.00,0.91,-48.35,Near
1.00,0.91,-48.34,Near
1.00,0.91,-48.36,Near
1.00,0.91,-48.39,Near
1.00,0.91,-48.37,Near
1.00,0.91,-48.40,Near
1.00,0.92,-48.42,Near
1.00,0.91,-48.37,Near
1.00,0.91,-48.39,Near
1.00,0.92,-48.42,Near
1.00,0.91,-48.40,Near
1.00,0.92,-48.42,Near
1.00,0.91,-48.37,Near
1.00,0.91,-48.39,Near
1.00,0.91,-48.34,Near
1.00,0.91,-48.36,Near
1.00,0.91,-48.39,Near
1.00,0.92,-48.41,Near
1.00,0.91,-48.36,Near
1.00,0.91,-48.30,Near
1.00,0.91,-48.33,Near
1.00,0.91,-48.36,Near
1.00,0.91,-48.30,Near
1.00,0.91,-48.29,Near
1.00,0.91,-48.32,Near
1.00,0.91,-48.31,Near
1.00,0.91,-48.29,Near
1.00,0.91,-48.32,Near
1.00,0.91,-48.35,Near
1.00,0.91,-48.33,Near
1.00,0.91,-48.36,Near
1.00,0.91,-48.39,Near
1.00,0.91,-48.37,Near
1.00,0.91,-48.40,Near
1.00,0.92,-48.42,Near
1.00,0.92,-48.44,Near
1.00,0.92,-48.43,Near
1.00,0.92,-48.45,Near
1.00,0.92,-48.47,Near
1.00,0.92,-48.45,Near
1.00,0.92,-48.43,Near
1.00,0.92,-48.42,Near
1.00,0.92,-48.44,Near
1.00,0.91,-48.38,Near
1.00,0.92,-48.41,Near
1.00,0.91,-48.39,Near
1.00,0.92,-48.46,Near
1.00,0.92,-48.44,Near
1.00,0.92,-48.46,Near
1.00,0.92,-48.48,Near
1.00,0.92,-48.50,Near
1.00,0.92,-48.44,Near
1.00,0.92,-48.46,Near
1.00,0.92,-48.49,Near
1.00,0.92,-48.43,Near
1.00,0.92,-48.45,Near
1.00,0.92,-48.47,Near
1.00,0.92,-48.41,Near
1.00,0.92,-48.44,Near
1.00,0.92,-48.46,Near
1.00,0.92,-48.48,Near
1.00,0.92,-48.42,Near
1.00,0.92,-48.44,Near
1.00,0.92,-48.47,Near
1.00,0.92,-48.49,Near
1.00,0.92,-48.47,Near
1.00,0.92,-48.41,Near
1.00,0.92,-48.43,Near
1.00,0.92,-48.42,Near
1.00,0.91,-48.36,Near
1.00,0.91,-48.38,Near
1.00,0.92,-48.41,Near
1.00,0.91,-48.35,Near
1.00,0.91,-48.38,Near
1.00,0.91,-48.40,Near
1.00,0.92,-48.43,Near
1.00,0.91,-48.37,Near
1.00,0.91,-48.40,Near
1.00,0.92,-48.42,Near
1.00,0.92,-48.44,Near
1.00,0.91,-48.39,Near
1.00,0.92,-48.41,Near
1.00,0.91,-48.35,Near
1.00,0.91,-48.30,Near
1.10,1.17,-51.16,Near
1.10,1.18,-51.20,Near
1.10,1.18,-51.23,Near
1.10,1.17,-51.14,Near
1.10,1.18,-51.17,Near
1.10,1.19,-51.33,Near
1.10,1.19,-51.35,Near
1.10,1.20,-51.38,Near
1.10,1.19,-51.28,Near
1.10,1.18,-51.19,Near
1.10,1.19,-51.27,Near
1.10,1.19,-51.33,Near
1.10,1.20,-51.36,Near
1.10,1.20,-51.39,Near
1.10,1.20,-51.41,Near
1.10,1.20,-51.43,Near
1.10,1.20,-51.38,Near
1.10,1.20,-51.44,Near
1.10,1.20,-51.42,Near
1.10,1.19,-51.33,Near
1.10,1.18,-51.23,Near
1.10,1.19,-51.27,Near
1.10,1.19,-51.33,Near
1.10,1.18,-51.24,Near
1.10,1.19,-51.27,Near
1.10,1.19,-51.34,Near
1.10,1.20,-51.37,Near
1.10,1.19,-51.27,Near
1.10,1.18,-51.22,Near
1.10,1.19,-51.29,Near
1.10,1.18,-51.20,Near
1.10,1.19,-51.27,Near
1.10,1.19,-51.30,Near
1.10,1.18,-51.21,Near
1.10,1.17,-51.12,Near
1.10,1.17,-51.16,Near
1.10,1.18,-51.19,Near
1.10,1.17,-51.10,Near
1.10,1.17,-51.14,Near
1.10,1.18,-51.17,Near
1.10,1.18,-51.21,Near
1.10,1.17,-51.16,Near
1.10,1.18,-51.19,Near
1.10,1.18,-51.26,Near
1.10,1.18,-51.17,Near
1.10,1.18,-51.21,Near
1.10,1.19,-51.28,Near
1.10,1.18,-51.23,Near
1.10,1.17,-51.14,Near
1.10,1.18,-51.17,Near
1.10,1.18,-51.21,Near
1.10,1.17,-51.12,Near
1.10,1.17,-51.15,Near
1.10,1.18,-51.19,Near
1.10,1.18,-51.26,Near
1.10,1.18,-51.21,Near
1.10,1.18,-51.24,Near
1.10,1.19,-51.31,Near
1.10,1.20,-51.38,Near
1.10,1.20,-51.40,Near
1.10,1.20,-51.43,Near
1.10,1.19,-51.33,Near
1.10,1.18,-51.24,Near
1.10,1.19,-51.31,Near
1.10,1.19,-51.33,Near
1.10,1.19,-51.28,Near
1.10,1.19,-51.31,Near
1.10,1.20,-51.38,Near
1.10,1.20,-51.44,Near
1.10,1.19,-51.34,Near
1.10,1.20,-51.41,Near
1.10,1.19,-51.35,Near
1.10,1.19,-51.34,Near
1.10,1.18,-51.25,Near
1.10,1.17,-51.16,Near
1.10,1.18,-51.19,Near
1.10,1.18,-51.18,Near
1.10,1.18,-51.22,Near
1.10,1.18,-51.25,Near
1.10,1.17,-51.16,Near
1.10,1.18,-51.19,Near
1.10,1.18,-51.18,Near
1.10,1.18,-51.26,Near
1.10,1.18,-51.21,Near
1.10,1.18,-51.24,Near
1.10,1.19,-51.27,Near
1.10,1.18,-51.18,Near
1.10,1.17,-51.09,Near
1.10,1.18,-51.17,Near
1.10,1.17,-51.08,Near
1.10,1.17,-51.12,Near
1.10,1.18,-51.19,Near
1.10,1.17,-51.14,Near
1.10,1.18,-51.18,Near
1.10,1.18,-51.21,Near
1.10,1.17,-51.16,Near
1.10,1.18,-51.20,Near
1.10,1.17,-51.11,Near
1.10,1.16,-51.06,Near
1.10,1.17,-51.10,Near
1.20,1.06,-50.07,Near
1.20,1.06,-50.07,Near
1.20,1.06,-50.07,Near
1.20,1.07,-50.10,Near
1.20,1.06,-50.02,Near
1.20,1.06,-50.02,Near
1.20,1.07,-50.10,Near
1.20,1.06,-50.05,Near
1.20,1.06,-50.05,Near
1.20,1.07,-50.17,Near
1.20,1.07,-50.12,Near
1.20,1.06,-50.08,Near
1.20,1.06,-50.08,Near
1.20,1.07,-50.11,Near
1.20,1.06,-50.07,Near
1.20,1.06,-50.06,Near
1.20,1.07,-50.14,Near
1.20,1.07,-50.18,Near
1.20,1.07,-50.13,Near
1.20,1.07,-50.16,Near
1.20,1.08,-50.28,Near
1.20,1.09,-50.31,Near
1.20,1.08,-50.25,Near
1.20,1.07,-50.16,Near
1.20,1.07,-50.16,Near
1.20,1.08,-50.19,Near
1.20,1.07,-50.14,Near
1.20,1.07,-50.14,Near
1.20,1.07,-50.13,Near
1.20,1.07,-50.17,Near
1.20,1.07,-50.16,Near
1.20,1.08,-50.19,Near
1.20,1.08,-50.23,Near
1.20,1.07,-50.18,Near
1.20,1.07,-50.17,Near
1.20,1.07,-50.12,Near
1.20,1.06,-50.08,Near
1.20,1.06,-50.08,Near
1.20,1.07,-50.11,Near
1.20,1.06,-50.07,Near
1.20,1.06,-50.07,Near
1.20,1.06,-50.06,Near
1.20,1.07,-50.14,Near
1.20,1.07,-50.09,Near
1.20,1.07,-50.09,Near
1.20,1.08,-50.21,Near
1.20,1.07,-50.16,Near
1.20,1.07,-50.15,Near
1.20,1.08,-50.19,Near
1.20,1.07,-50.14,Near
1.20,1.07,-50.09,Near
1.20,1.07,-50.09,Near
1.20,1.07,-50.13,Near
1.20,1.06,-50.08,Near
1.20,1.06,-50.08,Near
1.20,1.07,-50.11,Near
1.20,1.06,-50.03,Near
1.20,1.06,-50.03,Near
1.20,1.07,-50.11,Near
1.20,1.07,-50.10,Near
1.20,1.06,-50.06,Near
1.20,1.06,-50.06,Near
1.20,1.07,-50.09,Near
1.20,1.06,-50.05,Near
1.20,1.06,-50.01,Near
1.20,1.06,-50.01,Near
1.20,1.07,-50.09,Near
1.20,1.06,-50.00,Near
1.20,1.06,-50.00,Near
1.20,1.06,-50.00,Near
1.20,1.06,-50.04,Near
1.20,1.05,-49.96,Near
1.20,1.05,-49.96,Near
1.20,1.06,-50.01,Near
1.20,1.06,-50.05,Near
1.20,1.06,-50.04,Near
1.20,1.06,-50.00,Near
1.20,1.06,-50.00,Near
1.20,1.06,-50.04,Near
1.20,1.05,-49.96,Near
1.20,1.05,-49.96,Near
1.20,1.05,-49.96,Near
1.20,1.06,-50.00,Near
1.20,1.05,-49.96,Near
1.20,1.05,-49.97,Near
1.20,1.07,-50.09,Near
1.20,1.07,-50.12,Near
1.20,1.06,-50.08,Near
1.20,1.06,-50.08,Near
1.20,1.07,-50.15,Near
1.20,1.08,-50.19,Near
1.20,1.07,-50.14,Near
1.20,1.07,-50.13,Near
1.20,1.07,-50.17,Near
1.20,1.08,-50.24,Near
1.20,1.08,-50.19,Near
1.20,1.08,-50.22,Near
1.20,1.07,-50.09,Near
1.20,1.07,-50.09,Near
1.20,1.07,-50.17,Near
1.30,1.01,-49.54,Near
1.30,1.02,-49.56,Near
1.30,1.02,-49.58,Near
1.30,1.02,-49.59,Near
1.30,1.02,-49.57,Near
1.30,1.01,-49.51,Near
1.30,1.01,-49.49,Near
1.30,1.01,-49.55,Near
1.30,1.02,-49.61,Near
1.30,1.02,-49.58,Near
1.30,1.02,-49.64,Near
1.30,1.03,-49.69,Near
1.30,1.03,-49.67,Near
1.30,1.03,-49.72,Near
1.30,1.04,-49.77,Near
1.30,1.04,-49.82,Near
1.30,1.04,-49.79,Near
1.30,1.04,-49.79,Near
1.30,1.03,-49.76,Near
1.30,1.03,-49.69,Near
1.30,1.03,-49.70,Near
1.30,1.03,-49.76,Near
1.30,1.03,-49.73,Near
1.30,1.03,-49.74,Near
1.30,1.03,-49.75,Near
1.30,1.03,-49.76,Near
1.30,1.04,-49.77,Near
1.30,1.04,-49.78,Near
1.30,1.04,-49.83,Near
1.30,1.04,-49.79,Near
1.30,1.04,-49.80,Near
1.30,1.04,-49.85,Near
1.30,1.04,-49.85,Near
1.30,1.04,-49.78,Near
1.30,1.04,-49.79,Near
1.30,1.04,-49.84,Near
1.30,1.03,-49.76,Near
1.30,1.03,-49.69,Near
1.30,1.03,-49.71,Near
1.30,1.03,-49.76,Near
1.30,1.04,-49.77,Near
1.30,1.04,-49.78,Near
1.30,1.04,-49.79,Near
1.30,1.03,-49.71,Near
1.30,1.03,-49.73,Near
1.30,1.04,-49.78,Near
1.30,1.04,-49.79,Near
1.30,1.04,-49.79,Near
1.30,1.04,-49.84,Near
1.30,1.05,-49.89,Near
1.30,1.04,-49.81,Near
1.30,1.04,-49.82,Near
1.30,1.04,-49.87,Near
1.30,1.04,-49.79,Near
1.30,1.04,-49.84,Near
1.30,1.04,-49.85,Near
1.30,1.05,-49.89,Near
1.30,1.04,-49.86,Near
1.30,1.04,-49.86,Near
1.30,1.04,-49.87,Near
1.30,1.04,-49.87,Near
1.30,1.03,-49.76,Near
1.30,1.04,-49.77,Near
1.30,1.04,-49.82,Near
1.30,1.03,-49.75,Near
1.30,1.02,-49.64,Near
1.30,1.02,-49.65,Near
1.30,1.03,-49.70,Near
1.30,1.02,-49.60,Near
1.30,1.02,-49.61,Near
1.30,1.02,-49.63,Near
1.30,1.02,-49.64,Near
1.30,1.02,-49.62,Near
1.30,1.02,-49.63,Near
1.30,1.03,-49.69,Near
1.30,1.03,-49.70,Near
1.30,1.02,-49.59,Near
1.30,1.02,-49.65,Near
1.30,1.02,-49.66,Near
1.30,1.02,-49.64,Near
1.30,1.02,-49.65,Near
1.30,1.03,-49.70,Near
1.30,1.02,-49.64,Near
1.30,1.02,-49.65,Near
1.30,1.02,-49.66,Near
1.30,1.02,-49.64,Near
1.30,1.02,-49.65,Near
1.30,1.03,-49.67,Near
1.30,1.02,-49.64,Near
1.30,1.02,-49.65,Near
1.30,1.03,-49.71,Near
1.30,1.03,-49.76,Near
1.30,1.03,-49.73,Near
1.30,1.04,-49.78,Near
1.30,1.03,-49.75,Near
1.30,1.03,-49.72,Near
1.30,1.03,-49.73,Near
1.30,1.04,-49.78,Near
1.30,1.03,-49.71,Near
1.30,1.03,-49.72,Near
1.40,1.16,-51.04,Near
1.40,1.15,-50.96,Near
1.40,1.17,-51.08,Near
1.40,1.16,-51.07,Near
1.40,1.16,-50.99,Near
1.40,1.15,-50.91,Near
1.40,1.16,-50.99,Near
1.40,1.16,-51.00,Near
1.40,1.15,-50.92,Near
1.40,1.15,-50.96,Near
1.40,1.17,-51.08,Near
1.40,1.17,-51.08,Near
1.40,1.16,-50.99,Near
1.40,1.17,-51.11,Near
1.40,1.17,-51.11,Near
1.40,1.16,-51.03,Near
1.40,1.17,-51.14,Near
1.40,1.17,-51.14,Near
1.40,1.17,-51.09,Near
1.40,1.16,-51.01,Near
1.40,1.15,-50.93,Near
1.40,1.16,-51.05,Near
1.40,1.17,-51.13,Near
1.40,1.17,-51.12,Near
1.40,1.16,-51.04,Near
1.40,1.17,-51.16,Near
1.40,1.18,-51.19,Near
1.40,1.18,-51.18,Near
1.40,1.17,-51.10,Near
1.40,1.18,-51.21,Near
1.40,1.18,-51.20,Near
1.40,1.17,-51.16,Near
1.40,1.16,-51.07,Near
1.40,1.17,-51.11,Near
1.40,1.17,-51.10,Near
1.40,1.16,-51.06,Near
1.40,1.16,-50.98,Near
1.40,1.16,-51.02,Near
1.40,1.16,-51.02,Near
1.40,1.15,-50.94,Near
1.40,1.14,-50.86,Near
1.40,1.15,-50.90,Near
1.40,1.15,-50.91,Near
1.40,1.15,-50.95,Near
1.40,1.16,-51.07,Near
1.40,1.16,-51.07,Near
1.40,1.16,-51.03,Near
1.40,1.17,-51.15,Near
1.40,1.17,-51.14,Near
1.40,1.17,-51.14,Near
1.40,1.16,-51.01,Near
1.40,1.17,-51.13,Near
1.40,1.16,-51.04,Near
1.40,1.15,-50.96,Near
1.40,1.17,-51.08,Near
1.40,1.17,-51.08,Near
1.40,1.16,-51.04,Near
1.40,1.17,-51.08,Near
1.40,1.18,-51.19,Near
1.40,1.17,-51.15,Near
1.40,1.16,-51.06,Near
1.40,1.18,-51.18,Near
1.40,1.18,-51.17,Near
1.40,1.17,-51.16,Near
1.40,1.17,-51.08,Near
1.40,1.16,-51.07,Near
1.40,1.16,-50.99,Near
1.40,1.15,-50.91,Near
1.40,1.15,-50.95,Near
1.40,1.15,-50.96,Near
1.40,1.14,-50.88,Near
1.40,1.15,-50.92,Near
1.40,1.15,-50.97,Near
1.40,1.15,-50.89,Near
1.40,1.16,-51.01,Near
1.40,1.16,-51.01,Near
1.40,1.16,-51.01,Near
1.40,1.15,-50.93,Near
1.40,1.16,-51.05,Near
1.40,1.15,-50.97,Near
1.40,1.15,-50.89,Near
1.40,1.15,-50.94,Near
1.40,1.15,-50.94,Near
1.40,1.14,-50.86,Near
1.40,1.15,-50.95,Near
1.40,1.16,-51.07,Near
1.40,1.16,-51.03,Near
1.40,1.16,-50.99,Near
1.40,1.16,-51.07,Near
1.40,1.17,-51.14,Near
1.40,1.17,-51.14,Near
1.40,1.16,-51.05,Near
1.40,1.17,-51.13,Near
1.40,1.17,-51.12,Near
1.40,1.16,-51.04,Near
1.40,1.15,-50.96,Near
1.40,1.17,-51.08,Near
1.40,1.16,-51.00,Near
1.40,1.15,-50.92,Near
1.40,1.15,-50.96,Near
1.50,1.90,-56.49,Near
1.50,1.86,-56.23,Near
1.50,1.91,-56.50,Near
1.50,1.85,-56.20,Near
1.50,1.81,-55.91,Near
1.50,1.81,-55.91,Near
1.50,1.76,-55.64,Near
1.50,1.76,-55.61,Near
1.50,1.81,-55.95,Near
1.50,1.77,-55.67,Near
1.50,1.77,-55.68,Near
1.50,1.84,-56.10,Near
1.50,1.79,-55.81,Near
1.50,1.75,-55.58,Near
1.50,1.80,-55.88,Near
1.50,1.76,-55.60,Near
1.50,1.76,-55.62,Near
1.50,1.81,-55.91,Near
1.50,1.76,-55.64,Near
1.50,1.76,-55.61,Near
1.50,1.81,-55.95,Near
1.50,1.87,-56.27,Near
1.50,1.82,-55.98,Near
1.50,1.82,-55.98,Near
1.50,1.87,-56.30,Near
1.50,1.82,-56.01,Near
1.50,1.78,-55.73,Near
1.50,1.78,-55.74,Near
1.50,1.83,-56.03,Near
1.50,1.78,-55.75,Near
1.50,1.78,-55.76,Near
1.50,1.78,-55.77,Near
1.50,1.85,-56.18,Near
1.50,1.80,-55.89,Near
1.50,1.80,-55.89,Near
1.50,1.84,-56.10,Near
1.50,1.90,-56.45,Near
1.50,1.85,-56.16,Near
1.50,1.85,-56.15,Near
1.50,1.90,-56.46,Near
1.50,1.85,-56.20,Near
1.50,1.85,-56.20,Near
1.50,1.90,-56.47,Near
1.50,1.86,-56.25,Near
1.50,1.86,-56.24,Near
1.50,1.86,-56.23,Near
1.50,1.91,-56.54,Near
1.50,1.87,-56.28,Near
1.50,1.87,-56.27,Near
1.50,1.92,-56.58,Near
1.50,1.87,-56.27,Near
1.50,1.82,-56.02,Near
1.50,1.82,-56.02,Near
1.50,1.87,-56.30,Near
1.50,1.82,-56.01,Near
1.50,1.82,-56.01,Near
1.50,1.88,-56.33,Near
1.50,1.83,-56.08,Near
1.50,1.83,-56.07,Near
1.50,1.83,-56.07,Near
1.50,1.89,-56.43,Near
1.50,1.84,-56.13,Near
1.50,1.84,-56.12,Near
1.50,1.89,-56.44,Near
1.50,1.94,-56.70,Near
1.50,1.89,-56.39,Near
1.50,1.94,-56.70,Near
1.50,1.89,-56.39,Near
1.50,1.84,-56.09,Near
1.50,1.84,-56.09,Near
1.50,1.88,-56.33,Near
1.50,1.83,-56.03,Near
1.50,1.88,-56.35,Near
1.50,1.93,-56.62,Near
1.50,1.87,-56.31,Near
1.50,1.87,-56.30,Near
1.50,1.94,-56.69,Near
1.50,1.88,-56.38,Near
1.50,1.84,-56.09,Near
1.50,1.83,-56.08,Near
1.50,1.89,-56.40,Near
1.50,1.84,-56.10,Near
1.50,1.84,-56.10,Near
1.50,1.84,-56.10,Near
1.50,1.89,-56.41,Near
1.50,1.85,-56.20,Near
1.50,1.85,-56.19,Near
1.50,1.91,-56.50,Near
1.50,1.96,-56.84,Near
1.50,1.92,-56.57,Near
1.50,1.91,-56.54,Near
1.50,1.96,-56.84,Near
1.50,1.91,-56.53,Near
1.50,1.86,-56.23,Near
1.50,1.86,-56.22,Near
1.50,1.90,-56.49,Near
1.50,1.85,-56.19,Near
1.50,1.85,-56.18,Near
1.50,1.90,-56.49,Near
1.50,1.85,-56.20,Near
1.60,1.09,-50.34,Near
1.60,1.09,-50.32,Near
1.60,1.09,-50.35,Near
1.60,1.09,-50.34,Near
1.60,1.09,-50.36,Near
1.60,1.09,-50.35,Near
1.60,1.09,-50.34,Near
1.60,1.09,-50.32,Near
1.60,1.09,-50.35,Near
1.60,1.09,-50.34,Near
1.60,1.09,-50.32,Near
1.60,1.09,-50.39,Near
1.60,1.09,-50.37,Near
1.60,1.09,-50.36,Near
1.60,1.09,-50.34,Near
1.60,1.09,-50.37,Near
1.60,1.10,-50.40,Near
1.60,1.09,-50.38,Near
1.60,1.09,-50.36,Near
1.60,1.09,-50.39,Near
1.60,1.09,-50.37,Near
1.60,1.10,-50.40,Near
1.60,1.10,-50.42,Near
1.60,1.10,-50.45,Near
1.60,1.10,-50.43,Near
1.60,1.10,-50.45,Near
1.60,1.10,-50.47,Near
1.60,1.10,-50.45,Near
1.60,1.10,-50.44,Near
1.60,1.10,-50.46,Near
1.60,1.10,-50.40,Near
1.60,1.09,-50.38,Near
1.60,1.10,-50.41,Near
1.60,1.09,-50.39,Near
1.60,1.09,-50.38,Near
1.60,1.10,-50.48,Near
1.60,1.11,-50.50,Near
1.60,1.11,-50.52,Near
1.60,1.11,-50.50,Near
1.60,1.11,-50.56,Near
1.60,1.11,-50.58,Near
1.60,1.11,-50.56,Near
1.60,1.11,-50.53,Near
1.60,1.11,-50.55,Near
1.60,1.11,-50.53,Near
1.60,1.10,-50.47,Near
1.60,1.10,-50.45,Near
1.60,1.11,-50.51,Near
1.60,1.11,-50.53,Near
1.60,1.11,-50.51,Near
1.60,1.11,-50.53,Near
1.60,1.11,-50.55,Near
1.60,1.11,-50.57,Near
1.60,1.11,-50.58,Near
1.60,1.11,-50.56,Near
1.60,1.11,-50.54,Near
1.60,1.11,-50.56,Near
1.60,1.11,-50.53,Near
1.60,1.11,-50.59,Near
1.60,1.12,-50.61,Near
1.60,1.11,-50.58,Near
1.60,1.11,-50.56,Near
1.60,1.11,-50.58,Near
1.60,1.12,-50.60,Near
1.60,1.11,-50.57,Near
1.60,1.11,-50.59,Near
1.60,1.11,-50.57,Near
1.60,1.11,-50.58,Near
1.60,1.12,-50.60,Near
1.60,1.12,-50.62,Near
1.60,1.12,-50.63,Near
1.60,1.12,-50.65,Near
1.60,1.12,-50.62,Near
1.60,1.12,-50.64,Near
1.60,1.12,-50.65,Near
1.60,1.11,-50.58,Near
1.60,1.11,-50.56,Near
1.60,1.11,-50.58,Near
1.60,1.11,-50.59,Near
1.60,1.12,-50.61,Near
1.60,1.12,-50.63,Near
1.60,1.12,-50.60,Near
1.60,1.12,-50.62,Near
1.60,1.12,-50.63,Near
1.60,1.13,-50.69,Near
1.60,1.12,-50.62,Near
1.60,1.12,-50.64,Near
1.60,1.12,-50.61,Near
1.60,1.12,-50.63,Near
1.60,1.11,-50.56,Near
1.60,1.11,-50.54,Near
1.60,1.11,-50.56,Near
1.60,1.11,-50.53,Near
1.60,1.11,-50.55,Near
1.60,1.11,-50.57,Near
1.60,1.11,-50.55,Near
1.60,1.10,-50.49,Near
1.60,1.11,-50.51,Near
1.60,1.10,-50.49,Near
1.60,1.10,-50.47,Near
1.70,2.30,-58.60,Far
1.70,2.38,-58.95,Far
1.70,2.31,-58.62,Far
1.70,2.30,-58.59,Far
1.70,2.38,-58.94,Far
1.70,2.45,-59.27,Far
1.70,2.38,-58.97,Far
1.70,2.38,-58.97,Far
1.70,2.45,-59.26,Far
1.70,2.37,-58.92,Far
1.70,2.31,-58.64,Far
1.70,2.32,-58.66,Far
1.70,2.38,-58.95,Far
1.70,2.32,-58.67,Far
1.70,2.32,-58.69,Far
1.70,2.39,-59.02,Far
1.70,2.33,-58.74,Far
1.70,2.34,-58.75,Far
1.70,2.41,-59.08,Far
1.70,2.48,-59.40,Far
1.70,2.41,-59.10,Far
1.70,2.39,-59.02,Far
1.70,2.46,-59.34,Far
1.70,2.40,-59.04,Far
1.70,2.38,-58.96,Far
1.70,2.45,-59.28,Far
1.70,2.39,-58.99,Far
1.70,2.38,-58.95,Far
1.70,2.37,-58.91,Far
1.70,2.43,-59.20,Far
1.70,2.42,-59.15,Far
1.70,2.49,-59.47,Far
1.70,2.56,-59.77,Far
1.70,2.49,-59.46,Far
1.70,2.49,-59.44,Far
1.70,2.56,-59.74,Far
1.70,2.48,-59.43,Far
1.70,2.42,-59.13,Far
1.70,2.40,-59.05,Far
1.70,2.47,-59.37,Far
1.70,2.40,-59.07,Far
1.70,2.40,-59.07,Far
1.70,2.40,-59.03,Far
1.70,2.46,-59.34,Far
1.70,2.40,-59.05,Far
1.70,2.38,-58.97,Far
1.70,2.45,-59.29,Far
1.70,2.38,-58.96,Far
1.70,2.37,-58.92,Far
1.70,2.44,-59.24,Far
1.70,2.38,-58.95,Far
1.70,2.36,-58.88,Far
1.70,2.43,-59.20,Far
1.70,2.37,-58.91,Far
1.70,2.36,-58.84,Far
1.70,2.42,-59.16,Far
1.70,2.50,-59.48,Far
1.70,2.43,-59.18,Far
1.70,2.41,-59.09,Far
1.70,2.48,-59.41,Far
1.70,2.41,-59.11,Far
1.70,2.35,-58.83,Far
1.70,2.34,-58.79,Far
1.70,2.42,-59.12,Far
1.70,2.36,-58.84,Far
1.70,2.30,-58.56,Far
1.70,2.29,-58.54,Far
1.70,2.36,-58.84,Far
1.70,2.30,-58.57,Far
1.70,2.29,-58.54,Far
1.70,2.36,-58.88,Far
1.70,2.31,-58.61,Far
1.70,2.31,-58.62,Far
1.70,2.38,-58.96,Far
1.70,2.32,-58.68,Far
1.70,2.27,-58.41,Far
1.70,2.26,-58.36,Far
1.70,2.20,-58.10,Far
1.70,2.21,-58.14,Far
1.70,2.20,-58.09,Far
1.70,2.27,-58.45,Far
1.70,2.21,-58.15,Far
1.70,2.22,-58.18,Far
1.70,2.29,-58.54,Far
1.70,2.36,-58.87,Far
1.70,2.31,-58.64,Far
1.70,2.30,-58.57,Far
1.70,2.37,-58.91,Far
1.70,2.31,-58.63,Far
1.70,2.26,-58.37,Far
1.70,2.33,-58.71,Far
1.70,2.27,-58.45,Far
1.70,2.28,-58.47,Far
1.70,2.27,-58.41,Far
1.70,2.34,-58.75,Far
1.70,2.32,-58.68,Far
1.70,2.39,-59.02,Far
1.70,2.33,-58.73,Far
1.70,2.34,-58.75,Far
1.70,2.41,-59.08,Far
1.80,1.92,-56.59,Near
1.80,1.86,-56.24,Near
1.80,1.91,-56.51,Near
1.80,1.94,-56.69,Near
1.80,1.88,-56.38,Near
1.80,1.94,-56.69,Near
1.80,1.98,-56.94,Near
1.80,2.01,-57.07,Near
1.80,1.95,-56.74,Near
1.80,1.99,-56.99,Near
1.80,2.02,-57.16,Near
1.80,2.04,-57.27,Near
1.80,1.98,-56.94,Near
1.80,2.00,-57.06,Near
1.80,1.94,-56.70,Near
1.80,1.98,-56.95,Near
1.80,1.93,-56.63,Near
1.80,1.97,-56.89,Near
1.80,2.00,-57.01,Near
1.80,1.94,-56.69,Near
1.80,1.98,-56.94,Near
1.80,2.01,-57.11,Near
1.80,1.95,-56.78,Near
1.80,2.01,-57.07,Near
1.80,2.04,-57.23,Near
1.80,1.98,-56.90,Near
1.80,2.02,-57.14,Near
1.80,2.05,-57.30,Near
1.80,2.07,-57.44,Near
1.80,2.02,-57.15,Near
1.80,2.04,-57.26,Near
1.80,1.97,-56.89,Near
1.80,1.91,-56.53,Near
1.80,1.96,-56.79,Near
1.80,1.90,-56.48,Near
1.80,1.95,-56.74,Near
1.80,1.98,-56.91,Near
1.80,2.03,-57.20,Near
1.80,2.06,-57.35,Near
1.80,2.08,-57.45,Near
1.80,2.02,-57.16,Near
1.80,2.04,-57.27,Near
1.80,1.98,-56.94,Near
1.80,1.93,-56.62,Near
1.80,1.98,-56.92,Near
